GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJWME001,NAME_M,AJWMM001
"G4201170","2014-2018",,,"Pennsylvania","42","Tioga County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tioga County, Pennsylvania",41226,"Tioga County, Pennsylvania",0
"G4201190","2014-2018",,,"Pennsylvania","42","Union County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Pennsylvania",45114,"Union County, Pennsylvania",0
"G4201210","2014-2018",,,"Pennsylvania","42","Venango County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venango County, Pennsylvania",52376,"Venango County, Pennsylvania",0
"G4201230","2014-2018",,,"Pennsylvania","42","Warren County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Pennsylvania",40035,"Warren County, Pennsylvania",0
"G4201250","2014-2018",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Pennsylvania",207547,"Washington County, Pennsylvania",0
"G4201270","2014-2018",,,"Pennsylvania","42","Wayne County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Pennsylvania",51536,"Wayne County, Pennsylvania",0
"G4201290","2014-2018",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westmoreland County, Pennsylvania",354751,"Westmoreland County, Pennsylvania",0
"G4201310","2014-2018",,,"Pennsylvania","42","Wyoming County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming County, Pennsylvania",27588,"Wyoming County, Pennsylvania",0
"G4201330","2014-2018",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Pennsylvania",444014,"York County, Pennsylvania",0
"G4400010","2014-2018",,,"Rhode Island","44","Bristol County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bristol County, Rhode Island",48900,"Bristol County, Rhode Island",0
"G4400030","2014-2018",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Rhode Island",163861,"Kent County, Rhode Island",0
"G4400050","2014-2018",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newport County, Rhode Island",83075,"Newport County, Rhode Island",0
"G4400070","2014-2018",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Providence County, Rhode Island",634533,"Providence County, Rhode Island",0
"G4400090","2014-2018",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Rhode Island",126242,"Washington County, Rhode Island",0
"G4500010","2014-2018",,,"South Carolina","45","Abbeville County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abbeville County, South Carolina",24657,"Abbeville County, South Carolina",0
"G4500030","2014-2018",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aiken County, South Carolina",166926,"Aiken County, South Carolina",0
"G4500050","2014-2018",,,"South Carolina","45","Allendale County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allendale County, South Carolina",9214,"Allendale County, South Carolina",0
"G4500070","2014-2018",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, South Carolina",195995,"Anderson County, South Carolina",0
"G4500090","2014-2018",,,"South Carolina","45","Bamberg County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bamberg County, South Carolina",14600,"Bamberg County, South Carolina",0
"G4500110","2014-2018",,,"South Carolina","45","Barnwell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barnwell County, South Carolina",21577,"Barnwell County, South Carolina",0
"G4500130","2014-2018",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaufort County, South Carolina",182658,"Beaufort County, South Carolina",0
"G4500150","2014-2018",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berkeley County, South Carolina",209065,"Berkeley County, South Carolina",0
"G4500170","2014-2018",,,"South Carolina","45","Calhoun County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, South Carolina",14713,"Calhoun County, South Carolina",0
"G4500190","2014-2018",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charleston County, South Carolina",394708,"Charleston County, South Carolina",0
"G4500210","2014-2018",,,"South Carolina","45","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, South Carolina",56711,"Cherokee County, South Carolina",0
"G4500230","2014-2018",,,"South Carolina","45","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chester County, South Carolina",32326,"Chester County, South Carolina",0
"G4500250","2014-2018",,,"South Carolina","45","Chesterfield County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chesterfield County, South Carolina",46024,"Chesterfield County, South Carolina",0
"G4500270","2014-2018",,,"South Carolina","45","Clarendon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarendon County, South Carolina",34017,"Clarendon County, South Carolina",0
"G4500290","2014-2018",,,"South Carolina","45","Colleton County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colleton County, South Carolina",37568,"Colleton County, South Carolina",0
"G4500310","2014-2018",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darlington County, South Carolina",67253,"Darlington County, South Carolina",0
"G4500330","2014-2018",,,"South Carolina","45","Dillon County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dillon County, South Carolina",30871,"Dillon County, South Carolina",0
"G4500350","2014-2018",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dorchester County, South Carolina",155474,"Dorchester County, South Carolina",0
"G4500370","2014-2018",,,"South Carolina","45","Edgefield County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgefield County, South Carolina",26769,"Edgefield County, South Carolina",0
"G4500390","2014-2018",,,"South Carolina","45","Fairfield County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfield County, South Carolina",22712,"Fairfield County, South Carolina",0
"G4500410","2014-2018",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Florence County, South Carolina",138561,"Florence County, South Carolina",0
"G4500430","2014-2018",,,"South Carolina","45","Georgetown County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Georgetown County, South Carolina",61605,"Georgetown County, South Carolina",0
"G4500450","2014-2018",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville County, South Carolina",498402,"Greenville County, South Carolina",0
"G4500470","2014-2018",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenwood County, South Carolina",70264,"Greenwood County, South Carolina",0
"G4500490","2014-2018",,,"South Carolina","45","Hampton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampton County, South Carolina",19807,"Hampton County, South Carolina",0
"G4500510","2014-2018",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Horry County, South Carolina",320915,"Horry County, South Carolina",0
"G4500530","2014-2018",,,"South Carolina","45","Jasper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, South Carolina",27900,"Jasper County, South Carolina",0
"G4500550","2014-2018",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kershaw County, South Carolina",64361,"Kershaw County, South Carolina",0
"G4500570","2014-2018",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, South Carolina",89546,"Lancaster County, South Carolina",0
"G4500590","2014-2018",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurens County, South Carolina",66710,"Laurens County, South Carolina",0
"G4500610","2014-2018",,,"South Carolina","45","Lee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, South Carolina",17606,"Lee County, South Carolina",0
"G4500630","2014-2018",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexington County, South Carolina",286316,"Lexington County, South Carolina",0
"G4500650","2014-2018",,,"South Carolina","45","McCormick County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCormick County, South Carolina",9606,"McCormick County, South Carolina",0
"G4500670","2014-2018",,,"South Carolina","45","Marion County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, South Carolina",31562,"Marion County, South Carolina",0
"G4500690","2014-2018",,,"South Carolina","45","Marlboro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marlboro County, South Carolina",27131,"Marlboro County, South Carolina",0
"G4500710","2014-2018",,,"South Carolina","45","Newberry County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newberry County, South Carolina",38068,"Newberry County, South Carolina",0
"G4500730","2014-2018",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oconee County, South Carolina",76696,"Oconee County, South Carolina",0
"G4500750","2014-2018",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orangeburg County, South Carolina",88454,"Orangeburg County, South Carolina",0
"G4500770","2014-2018",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickens County, South Carolina",122746,"Pickens County, South Carolina",0
"G4500790","2014-2018",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, South Carolina",408263,"Richland County, South Carolina",0
"G4500810","2014-2018",,,"South Carolina","45","Saluda County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saluda County, South Carolina",20299,"Saluda County, South Carolina",0
"G4500830","2014-2018",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spartanburg County, South Carolina",302195,"Spartanburg County, South Carolina",0
"G4500850","2014-2018",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, South Carolina",106995,"Sumter County, South Carolina",0
"G4500870","2014-2018",,,"South Carolina","45","Union County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, South Carolina",27644,"Union County, South Carolina",0
"G4500890","2014-2018",,,"South Carolina","45","Williamsburg County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamsburg County, South Carolina",31794,"Williamsburg County, South Carolina",0
"G4500910","2014-2018",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, South Carolina",258641,"York County, South Carolina",0
"G4600030","2014-2018",,,"South Dakota","46","Aurora County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aurora County, South Dakota",2759,"Aurora County, South Dakota",0
"G4600050","2014-2018",,,"South Dakota","46","Beadle County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beadle County, South Dakota",18374,"Beadle County, South Dakota",0
"G4600070","2014-2018",,,"South Dakota","46","Bennett County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bennett County, South Dakota",3437,"Bennett County, South Dakota",0
"G4600090","2014-2018",,,"South Dakota","46","Bon Homme County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bon Homme County, South Dakota",6969,"Bon Homme County, South Dakota",0
"G4600110","2014-2018",,,"South Dakota","46","Brookings County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brookings County, South Dakota",34239,"Brookings County, South Dakota",0
"G4600130","2014-2018",,,"South Dakota","46","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, South Dakota",38840,"Brown County, South Dakota",0
"G4600150","2014-2018",,,"South Dakota","46","Brule County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brule County, South Dakota",5256,"Brule County, South Dakota",0
"G4600170","2014-2018",,,"South Dakota","46","Buffalo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo County, South Dakota",2053,"Buffalo County, South Dakota",0
"G4600190","2014-2018",,,"South Dakota","46","Butte County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, South Dakota",10177,"Butte County, South Dakota",0
"G4600210","2014-2018",,,"South Dakota","46","Campbell County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, South Dakota",1435,"Campbell County, South Dakota",168
"G4600230","2014-2018",,,"South Dakota","46","Charles Mix County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles Mix County, South Dakota",9344,"Charles Mix County, South Dakota",0
"G4600250","2014-2018",,,"South Dakota","46","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, South Dakota",3673,"Clark County, South Dakota",0
"G4600270","2014-2018",,,"South Dakota","46","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, South Dakota",13925,"Clay County, South Dakota",0
"G4600290","2014-2018",,,"South Dakota","46","Codington County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Codington County, South Dakota",27993,"Codington County, South Dakota",0
"G4600310","2014-2018",,,"South Dakota","46","Corson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corson County, South Dakota",4168,"Corson County, South Dakota",0
"G4600330","2014-2018",,,"South Dakota","46","Custer County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, South Dakota",8573,"Custer County, South Dakota",0
"G4600350","2014-2018",,,"South Dakota","46","Davison County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davison County, South Dakota",19901,"Davison County, South Dakota",0
"G4600370","2014-2018",,,"South Dakota","46","Day County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Day County, South Dakota",5506,"Day County, South Dakota",0
"G4600390","2014-2018",,,"South Dakota","46","Deuel County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deuel County, South Dakota",4306,"Deuel County, South Dakota",0
"G4600410","2014-2018",,,"South Dakota","46","Dewey County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dewey County, South Dakota",5779,"Dewey County, South Dakota",0
"G4600430","2014-2018",,,"South Dakota","46","Douglas County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, South Dakota",2930,"Douglas County, South Dakota",0
"G4600450","2014-2018",,,"South Dakota","46","Edmunds County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edmunds County, South Dakota",3940,"Edmunds County, South Dakota",0
"G4600470","2014-2018",,,"South Dakota","46","Fall River County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fall River County, South Dakota",6774,"Fall River County, South Dakota",0
"G4600490","2014-2018",,,"South Dakota","46","Faulk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faulk County, South Dakota",2322,"Faulk County, South Dakota",0
"G4600510","2014-2018",,,"South Dakota","46","Grant County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, South Dakota",7217,"Grant County, South Dakota",0
"G4600530","2014-2018",,,"South Dakota","46","Gregory County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gregory County, South Dakota",4201,"Gregory County, South Dakota",0
"G4600550","2014-2018",,,"South Dakota","46","Haakon County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haakon County, South Dakota",2082,"Haakon County, South Dakota",96
"G4600570","2014-2018",,,"South Dakota","46","Hamlin County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamlin County, South Dakota",6000,"Hamlin County, South Dakota",0
"G4600590","2014-2018",,,"South Dakota","46","Hand County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hand County, South Dakota",3301,"Hand County, South Dakota",112
"G4600610","2014-2018",,,"South Dakota","46","Hanson County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanson County, South Dakota",3397,"Hanson County, South Dakota",0
"G4600630","2014-2018",,,"South Dakota","46","Harding County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harding County, South Dakota",1311,"Harding County, South Dakota",95
"G4600650","2014-2018",,,"South Dakota","46","Hughes County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hughes County, South Dakota",17617,"Hughes County, South Dakota",0
"G4600670","2014-2018",,,"South Dakota","46","Hutchinson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hutchinson County, South Dakota",7315,"Hutchinson County, South Dakota",0
"G4600690","2014-2018",,,"South Dakota","46","Hyde County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hyde County, South Dakota",1331,"Hyde County, South Dakota",112
"G4600710","2014-2018",,,"South Dakota","46","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, South Dakota",3287,"Jackson County, South Dakota",0
"G4600730","2014-2018",,,"South Dakota","46","Jerauld County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jerauld County, South Dakota",2029,"Jerauld County, South Dakota",0
"G4600750","2014-2018",,,"South Dakota","46","Jones County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, South Dakota",735,"Jones County, South Dakota",96
"G4600770","2014-2018",,,"South Dakota","46","Kingsbury County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kingsbury County, South Dakota",4967,"Kingsbury County, South Dakota",0
"G4600790","2014-2018",,,"South Dakota","46","Lake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, South Dakota",12574,"Lake County, South Dakota",0
"G4600810","2014-2018",,,"South Dakota","46","Lawrence County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, South Dakota",25234,"Lawrence County, South Dakota",0
"G4600830","2014-2018",,,"South Dakota","46","Lincoln County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, South Dakota",54914,"Lincoln County, South Dakota",0
"G4600850","2014-2018",,,"South Dakota","46","Lyman County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyman County, South Dakota",3869,"Lyman County, South Dakota",0
"G4600870","2014-2018",,,"South Dakota","46","McCook County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCook County, South Dakota",5511,"McCook County, South Dakota",0
"G4600890","2014-2018",,,"South Dakota","46","McPherson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McPherson County, South Dakota",2364,"McPherson County, South Dakota",168
"G4600910","2014-2018",,,"South Dakota","46","Marshall County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, South Dakota",4895,"Marshall County, South Dakota",0
"G4600930","2014-2018",,,"South Dakota","46","Meade County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meade County, South Dakota",27424,"Meade County, South Dakota",0
"G4600950","2014-2018",,,"South Dakota","46","Mellette County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mellette County, South Dakota",2055,"Mellette County, South Dakota",0
"G4600970","2014-2018",,,"South Dakota","46","Miner County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miner County, South Dakota",2229,"Miner County, South Dakota",0
"G4600990","2014-2018",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minnehaha County, South Dakota",186749,"Minnehaha County, South Dakota",0
"G4601010","2014-2018",,,"South Dakota","46","Moody County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moody County, South Dakota",6506,"Moody County, South Dakota",0
"G4601020","2014-2018",,,"South Dakota","46","Oglala Lakota County","102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oglala Lakota County, South Dakota",14335,"Oglala Lakota County, South Dakota",0
"G4601030","2014-2018",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pennington County, South Dakota",109294,"Pennington County, South Dakota",0
"G4601050","2014-2018",,,"South Dakota","46","Perkins County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins County, South Dakota",2907,"Perkins County, South Dakota",95
"G4601070","2014-2018",,,"South Dakota","46","Potter County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Potter County, South Dakota",2326,"Potter County, South Dakota",104
"G4601090","2014-2018",,,"South Dakota","46","Roberts County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roberts County, South Dakota",10285,"Roberts County, South Dakota",0
"G4601110","2014-2018",,,"South Dakota","46","Sanborn County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanborn County, South Dakota",2388,"Sanborn County, South Dakota",0
"G4601150","2014-2018",,,"South Dakota","46","Spink County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spink County, South Dakota",6543,"Spink County, South Dakota",0
"G4601170","2014-2018",,,"South Dakota","46","Stanley County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanley County, South Dakota",2997,"Stanley County, South Dakota",0
"G4601190","2014-2018",,,"South Dakota","46","Sully County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sully County, South Dakota",1331,"Sully County, South Dakota",104
"G4601210","2014-2018",,,"South Dakota","46","Todd County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Todd County, South Dakota",10146,"Todd County, South Dakota",0
"G4601230","2014-2018",,,"South Dakota","46","Tripp County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tripp County, South Dakota",5468,"Tripp County, South Dakota",0
"G4601250","2014-2018",,,"South Dakota","46","Turner County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turner County, South Dakota",8264,"Turner County, South Dakota",0
"G4601270","2014-2018",,,"South Dakota","46","Union County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, South Dakota",15177,"Union County, South Dakota",0
"G4601290","2014-2018",,,"South Dakota","46","Walworth County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walworth County, South Dakota",5510,"Walworth County, South Dakota",0
"G4601350","2014-2018",,,"South Dakota","46","Yankton County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yankton County, South Dakota",22717,"Yankton County, South Dakota",0
"G4601370","2014-2018",,,"South Dakota","46","Ziebach County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ziebach County, South Dakota",2814,"Ziebach County, South Dakota",0
"G4700010","2014-2018",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, Tennessee",75775,"Anderson County, Tennessee",0
"G4700030","2014-2018",,,"Tennessee","47","Bedford County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bedford County, Tennessee",47558,"Bedford County, Tennessee",0
"G4700050","2014-2018",,,"Tennessee","47","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Tennessee",16112,"Benton County, Tennessee",0
"G4700070","2014-2018",,,"Tennessee","47","Bledsoe County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bledsoe County, Tennessee",14602,"Bledsoe County, Tennessee",0
"G4700090","2014-2018",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blount County, Tennessee",128443,"Blount County, Tennessee",0
"G4700110","2014-2018",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradley County, Tennessee",104557,"Bradley County, Tennessee",0
"G4700130","2014-2018",,,"Tennessee","47","Campbell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, Tennessee",39687,"Campbell County, Tennessee",0
"G4700150","2014-2018",,,"Tennessee","47","Cannon County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannon County, Tennessee",13976,"Cannon County, Tennessee",0
"G4700170","2014-2018",,,"Tennessee","47","Carroll County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Tennessee",28018,"Carroll County, Tennessee",0
"G4700190","2014-2018",,,"Tennessee","47","Carter County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Tennessee",56391,"Carter County, Tennessee",0
"G4700210","2014-2018",,,"Tennessee","47","Cheatham County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheatham County, Tennessee",39929,"Cheatham County, Tennessee",0
"G4700230","2014-2018",,,"Tennessee","47","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chester County, Tennessee",17150,"Chester County, Tennessee",0
"G4700250","2014-2018",,,"Tennessee","47","Claiborne County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Claiborne County, Tennessee",31613,"Claiborne County, Tennessee",0
"G4700270","2014-2018",,,"Tennessee","47","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Tennessee",7686,"Clay County, Tennessee",0
"G4700290","2014-2018",,,"Tennessee","47","Cocke County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cocke County, Tennessee",35336,"Cocke County, Tennessee",0
"G4700310","2014-2018",,,"Tennessee","47","Coffee County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coffee County, Tennessee",54531,"Coffee County, Tennessee",0
"G4700330","2014-2018",,,"Tennessee","47","Crockett County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crockett County, Tennessee",14499,"Crockett County, Tennessee",0
"G4700350","2014-2018",,,"Tennessee","47","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Tennessee",58634,"Cumberland County, Tennessee",0
"G4700370","2014-2018",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davidson County, Tennessee",684017,"Davidson County, Tennessee",0
"G4700390","2014-2018",,,"Tennessee","47","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Tennessee",11683,"Decatur County, Tennessee",0
"G4700410","2014-2018",,,"Tennessee","47","DeKalb County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Tennessee",19601,"DeKalb County, Tennessee",0
"G4700430","2014-2018",,,"Tennessee","47","Dickson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickson County, Tennessee",51988,"Dickson County, Tennessee",0
"G4700450","2014-2018",,,"Tennessee","47","Dyer County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dyer County, Tennessee",37576,"Dyer County, Tennessee",0
"G4700470","2014-2018",,,"Tennessee","47","Fayette County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Tennessee",39692,"Fayette County, Tennessee",0
"G4700490","2014-2018",,,"Tennessee","47","Fentress County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fentress County, Tennessee",17994,"Fentress County, Tennessee",0
