GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJWME001,NAME_M,AJWMM001
"G1800450","2014-2018",,,"Indiana","18","Fountain County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fountain County, Indiana",16486,"Fountain County, Indiana",0
"G1800470","2014-2018",,,"Indiana","18","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Indiana",22842,"Franklin County, Indiana",0
"G1800490","2014-2018",,,"Indiana","18","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Indiana",20212,"Fulton County, Indiana",0
"G1800510","2014-2018",,,"Indiana","18","Gibson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gibson County, Indiana",33596,"Gibson County, Indiana",0
"G1800530","2014-2018",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Indiana",66944,"Grant County, Indiana",0
"G1800550","2014-2018",,,"Indiana","18","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Indiana",32295,"Greene County, Indiana",0
"G1800570","2014-2018",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Indiana",316095,"Hamilton County, Indiana",0
"G1800590","2014-2018",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Indiana",73830,"Hancock County, Indiana",0
"G1800610","2014-2018",,,"Indiana","18","Harrison County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Indiana",39712,"Harrison County, Indiana",0
"G1800630","2014-2018",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hendricks County, Indiana",160940,"Hendricks County, Indiana",0
"G1800650","2014-2018",,,"Indiana","18","Henry County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Indiana",48483,"Henry County, Indiana",0
"G1800670","2014-2018",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Indiana",82387,"Howard County, Indiana",0
"G1800690","2014-2018",,,"Indiana","18","Huntington County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huntington County, Indiana",36378,"Huntington County, Indiana",0
"G1800710","2014-2018",,,"Indiana","18","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Indiana",43938,"Jackson County, Indiana",0
"G1800730","2014-2018",,,"Indiana","18","Jasper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Indiana",33449,"Jasper County, Indiana",0
"G1800750","2014-2018",,,"Indiana","18","Jay County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jay County, Indiana",20993,"Jay County, Indiana",0
"G1800770","2014-2018",,,"Indiana","18","Jefferson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Indiana",32237,"Jefferson County, Indiana",0
"G1800790","2014-2018",,,"Indiana","18","Jennings County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jennings County, Indiana",27727,"Jennings County, Indiana",0
"G1800810","2014-2018",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Indiana",151564,"Johnson County, Indiana",0
"G1800830","2014-2018",,,"Indiana","18","Knox County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Indiana",37409,"Knox County, Indiana",0
"G1800850","2014-2018",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kosciusko County, Indiana",78806,"Kosciusko County, Indiana",0
"G1800870","2014-2018",,,"Indiana","18","LaGrange County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaGrange County, Indiana",38942,"LaGrange County, Indiana",0
"G1800890","2014-2018",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Indiana",486849,"Lake County, Indiana",0
"G1800910","2014-2018",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaPorte County, Indiana",110552,"LaPorte County, Indiana",0
"G1800930","2014-2018",,,"Indiana","18","Lawrence County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Indiana",45619,"Lawrence County, Indiana",0
"G1800950","2014-2018",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Indiana",129505,"Madison County, Indiana",0
"G1800970","2014-2018",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Indiana",944523,"Marion County, Indiana",0
"G1800990","2014-2018",,,"Indiana","18","Marshall County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Indiana",46595,"Marshall County, Indiana",0
"G1801010","2014-2018",,,"Indiana","18","Martin County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Indiana",10210,"Martin County, Indiana",0
"G1801030","2014-2018",,,"Indiana","18","Miami County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami County, Indiana",35901,"Miami County, Indiana",0
"G1801050","2014-2018",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Indiana",145403,"Monroe County, Indiana",0
"G1801070","2014-2018",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Indiana",38276,"Montgomery County, Indiana",0
"G1801090","2014-2018",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Indiana",69727,"Morgan County, Indiana",0
"G1801110","2014-2018",,,"Indiana","18","Newton County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Indiana",14018,"Newton County, Indiana",0
"G1801130","2014-2018",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Noble County, Indiana",47451,"Noble County, Indiana",0
"G1801150","2014-2018",,,"Indiana","18","Ohio County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, Indiana",5887,"Ohio County, Indiana",0
"G1801170","2014-2018",,,"Indiana","18","Orange County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Indiana",19547,"Orange County, Indiana",0
"G1801190","2014-2018",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owen County, Indiana",20878,"Owen County, Indiana",0
"G1801210","2014-2018",,,"Indiana","18","Parke County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parke County, Indiana",16996,"Parke County, Indiana",0
"G1801230","2014-2018",,,"Indiana","18","Perry County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Indiana",19141,"Perry County, Indiana",0
"G1801250","2014-2018",,,"Indiana","18","Pike County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Indiana",12411,"Pike County, Indiana",0
"G1801270","2014-2018",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Porter County, Indiana",168041,"Porter County, Indiana",0
"G1801290","2014-2018",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Posey County, Indiana",25589,"Posey County, Indiana",0
"G1801310","2014-2018",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Indiana",12660,"Pulaski County, Indiana",0
"G1801330","2014-2018",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Indiana",37559,"Putnam County, Indiana",0
"G1801350","2014-2018",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Indiana",25076,"Randolph County, Indiana",0
"G1801370","2014-2018",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ripley County, Indiana",28425,"Ripley County, Indiana",0
"G1801390","2014-2018",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rush County, Indiana",16704,"Rush County, Indiana",0
"G1801410","2014-2018",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Joseph County, Indiana",269240,"St. Joseph County, Indiana",0
"G1801430","2014-2018",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Indiana",23743,"Scott County, Indiana",0
"G1801450","2014-2018",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Indiana",44399,"Shelby County, Indiana",0
"G1801470","2014-2018",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer County, Indiana",20526,"Spencer County, Indiana",0
"G1801490","2014-2018",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Starke County, Indiana",22941,"Starke County, Indiana",0
"G1801510","2014-2018",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuben County, Indiana",34474,"Steuben County, Indiana",0
"G1801530","2014-2018",,,"Indiana","18","Sullivan County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, Indiana",20792,"Sullivan County, Indiana",0
"G1801550","2014-2018",,,"Indiana","18","Switzerland County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Switzerland County, Indiana",10628,"Switzerland County, Indiana",0
"G1801570","2014-2018",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tippecanoe County, Indiana",189294,"Tippecanoe County, Indiana",0
"G1801590","2014-2018",,,"Indiana","18","Tipton County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tipton County, Indiana",15218,"Tipton County, Indiana",0
"G1801610","2014-2018",,,"Indiana","18","Union County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Indiana",7153,"Union County, Indiana",0
"G1801630","2014-2018",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vanderburgh County, Indiana",181313,"Vanderburgh County, Indiana",0
"G1801650","2014-2018",,,"Indiana","18","Vermillion County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermillion County, Indiana",15560,"Vermillion County, Indiana",0
"G1801670","2014-2018",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vigo County, Indiana",107693,"Vigo County, Indiana",0
"G1801690","2014-2018",,,"Indiana","18","Wabash County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabash County, Indiana",31631,"Wabash County, Indiana",0
"G1801710","2014-2018",,,"Indiana","18","Warren County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Indiana",8247,"Warren County, Indiana",0
"G1801730","2014-2018",,,"Indiana","18","Warrick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warrick County, Indiana",61928,"Warrick County, Indiana",0
"G1801750","2014-2018",,,"Indiana","18","Washington County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Indiana",27827,"Washington County, Indiana",0
"G1801770","2014-2018",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Indiana",66613,"Wayne County, Indiana",0
"G1801790","2014-2018",,,"Indiana","18","Wells County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wells County, Indiana",27947,"Wells County, Indiana",0
"G1801810","2014-2018",,,"Indiana","18","White County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Indiana",24217,"White County, Indiana",0
"G1801830","2014-2018",,,"Indiana","18","Whitley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitley County, Indiana",33649,"Whitley County, Indiana",0
"G1900010","2014-2018",,,"Iowa","19","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Iowa",7124,"Adair County, Iowa",0
"G1900030","2014-2018",,,"Iowa","19","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Iowa",3726,"Adams County, Iowa",0
"G1900050","2014-2018",,,"Iowa","19","Allamakee County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allamakee County, Iowa",13880,"Allamakee County, Iowa",0
"G1900070","2014-2018",,,"Iowa","19","Appanoose County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Appanoose County, Iowa",12510,"Appanoose County, Iowa",0
"G1900090","2014-2018",,,"Iowa","19","Audubon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Audubon County, Iowa",5637,"Audubon County, Iowa",0
"G1900110","2014-2018",,,"Iowa","19","Benton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Iowa",25626,"Benton County, Iowa",0
"G1900130","2014-2018",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Black Hawk County, Iowa",133009,"Black Hawk County, Iowa",0
"G1900150","2014-2018",,,"Iowa","19","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Iowa",26399,"Boone County, Iowa",0
"G1900170","2014-2018",,,"Iowa","19","Bremer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bremer County, Iowa",24782,"Bremer County, Iowa",0
"G1900190","2014-2018",,,"Iowa","19","Buchanan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buchanan County, Iowa",21125,"Buchanan County, Iowa",0
"G1900210","2014-2018",,,"Iowa","19","Buena Vista County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buena Vista County, Iowa",20260,"Buena Vista County, Iowa",0
"G1900230","2014-2018",,,"Iowa","19","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Iowa",14735,"Butler County, Iowa",0
"G1900250","2014-2018",,,"Iowa","19","Calhoun County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Iowa",9780,"Calhoun County, Iowa",0
"G1900270","2014-2018",,,"Iowa","19","Carroll County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Iowa",20344,"Carroll County, Iowa",0
"G1900290","2014-2018",,,"Iowa","19","Cass County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Iowa",13191,"Cass County, Iowa",0
"G1900310","2014-2018",,,"Iowa","19","Cedar County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Iowa",18445,"Cedar County, Iowa",0
"G1900330","2014-2018",,,"Iowa","19","Cerro Gordo County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cerro Gordo County, Iowa",42984,"Cerro Gordo County, Iowa",0
"G1900350","2014-2018",,,"Iowa","19","Cherokee County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Iowa",11468,"Cherokee County, Iowa",0
"G1900370","2014-2018",,,"Iowa","19","Chickasaw County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickasaw County, Iowa",12099,"Chickasaw County, Iowa",0
"G1900390","2014-2018",,,"Iowa","19","Clarke County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Iowa",9282,"Clarke County, Iowa",0
"G1900410","2014-2018",,,"Iowa","19","Clay County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Iowa",16313,"Clay County, Iowa",0
"G1900430","2014-2018",,,"Iowa","19","Clayton County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clayton County, Iowa",17672,"Clayton County, Iowa",0
"G1900450","2014-2018",,,"Iowa","19","Clinton County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Iowa",47218,"Clinton County, Iowa",0
"G1900470","2014-2018",,,"Iowa","19","Crawford County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Iowa",17132,"Crawford County, Iowa",0
"G1900490","2014-2018",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Iowa",84002,"Dallas County, Iowa",0
"G1900510","2014-2018",,,"Iowa","19","Davis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davis County, Iowa",8885,"Davis County, Iowa",0
"G1900530","2014-2018",,,"Iowa","19","Decatur County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Iowa",8044,"Decatur County, Iowa",0
"G1900550","2014-2018",,,"Iowa","19","Delaware County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Iowa",17258,"Delaware County, Iowa",0
"G1900570","2014-2018",,,"Iowa","19","Des Moines County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Des Moines County, Iowa",39600,"Des Moines County, Iowa",0
"G1900590","2014-2018",,,"Iowa","19","Dickinson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickinson County, Iowa",17056,"Dickinson County, Iowa",0
"G1900610","2014-2018",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubuque County, Iowa",96802,"Dubuque County, Iowa",0
"G1900630","2014-2018",,,"Iowa","19","Emmet County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emmet County, Iowa",9551,"Emmet County, Iowa",0
"G1900650","2014-2018",,,"Iowa","19","Fayette County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Iowa",19929,"Fayette County, Iowa",0
"G1900670","2014-2018",,,"Iowa","19","Floyd County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Iowa",15858,"Floyd County, Iowa",0
"G1900690","2014-2018",,,"Iowa","19","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Iowa",10245,"Franklin County, Iowa",0
"G1900710","2014-2018",,,"Iowa","19","Fremont County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Iowa",6968,"Fremont County, Iowa",0
"G1900730","2014-2018",,,"Iowa","19","Greene County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Iowa",9003,"Greene County, Iowa",0
"G1900750","2014-2018",,,"Iowa","19","Grundy County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Iowa",12341,"Grundy County, Iowa",0
"G1900770","2014-2018",,,"Iowa","19","Guthrie County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guthrie County, Iowa",10674,"Guthrie County, Iowa",0
"G1900790","2014-2018",,,"Iowa","19","Hamilton County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Iowa",15110,"Hamilton County, Iowa",0
"G1900810","2014-2018",,,"Iowa","19","Hancock County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Iowa",10888,"Hancock County, Iowa",0
"G1900830","2014-2018",,,"Iowa","19","Hardin County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Iowa",17127,"Hardin County, Iowa",0
"G1900850","2014-2018",,,"Iowa","19","Harrison County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Iowa",14143,"Harrison County, Iowa",0
"G1900870","2014-2018",,,"Iowa","19","Henry County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Iowa",19926,"Henry County, Iowa",0
"G1900890","2014-2018",,,"Iowa","19","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Iowa",9264,"Howard County, Iowa",0
"G1900910","2014-2018",,,"Iowa","19","Humboldt County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Iowa",9566,"Humboldt County, Iowa",0
"G1900930","2014-2018",,,"Iowa","19","Ida County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ida County, Iowa",6916,"Ida County, Iowa",0
"G1900950","2014-2018",,,"Iowa","19","Iowa County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa County, Iowa",16207,"Iowa County, Iowa",0
"G1900970","2014-2018",,,"Iowa","19","Jackson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Iowa",19395,"Jackson County, Iowa",0
"G1900990","2014-2018",,,"Iowa","19","Jasper County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Iowa",36891,"Jasper County, Iowa",0
"G1901010","2014-2018",,,"Iowa","19","Jefferson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Iowa",18077,"Jefferson County, Iowa",0
"G1901030","2014-2018",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Iowa",147001,"Johnson County, Iowa",0
"G1901050","2014-2018",,,"Iowa","19","Jones County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Iowa",20568,"Jones County, Iowa",0
"G1901070","2014-2018",,,"Iowa","19","Keokuk County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keokuk County, Iowa",10200,"Keokuk County, Iowa",0
"G1901090","2014-2018",,,"Iowa","19","Kossuth County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kossuth County, Iowa",15075,"Kossuth County, Iowa",0
"G1901110","2014-2018",,,"Iowa","19","Lee County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Iowa",34541,"Lee County, Iowa",0
"G1901130","2014-2018",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Linn County, Iowa",222121,"Linn County, Iowa",0
"G1901150","2014-2018",,,"Iowa","19","Louisa County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Louisa County, Iowa",11223,"Louisa County, Iowa",0
"G1901170","2014-2018",,,"Iowa","19","Lucas County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lucas County, Iowa",8597,"Lucas County, Iowa",0
"G1901190","2014-2018",,,"Iowa","19","Lyon County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Iowa",11769,"Lyon County, Iowa",0
"G1901210","2014-2018",,,"Iowa","19","Madison County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Iowa",15890,"Madison County, Iowa",0
"G1901230","2014-2018",,,"Iowa","19","Mahaska County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahaska County, Iowa",22208,"Mahaska County, Iowa",0
"G1901250","2014-2018",,,"Iowa","19","Marion County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Iowa",33207,"Marion County, Iowa",0
"G1901270","2014-2018",,,"Iowa","19","Marshall County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Iowa",40271,"Marshall County, Iowa",0
"G1901290","2014-2018",,,"Iowa","19","Mills County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mills County, Iowa",14957,"Mills County, Iowa",0
"G1901310","2014-2018",,,"Iowa","19","Mitchell County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Iowa",10631,"Mitchell County, Iowa",0
"G1901330","2014-2018",,,"Iowa","19","Monona County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monona County, Iowa",8796,"Monona County, Iowa",0
"G1901350","2014-2018",,,"Iowa","19","Monroe County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Iowa",7863,"Monroe County, Iowa",0
"G1901370","2014-2018",,,"Iowa","19","Montgomery County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Iowa",10155,"Montgomery County, Iowa",0
"G1901390","2014-2018",,,"Iowa","19","Muscatine County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muscatine County, Iowa",42950,"Muscatine County, Iowa",0
"G1901410","2014-2018",,,"Iowa","19","O'Brien County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O'Brien County, Iowa",13911,"O'Brien County, Iowa",0
"G1901430","2014-2018",,,"Iowa","19","Osceola County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Osceola County, Iowa",6115,"Osceola County, Iowa",0
"G1901450","2014-2018",,,"Iowa","19","Page County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Page County, Iowa",15363,"Page County, Iowa",0
"G1901470","2014-2018",,,"Iowa","19","Palo Alto County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palo Alto County, Iowa",9055,"Palo Alto County, Iowa",0
"G1901490","2014-2018",,,"Iowa","19","Plymouth County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth County, Iowa",25039,"Plymouth County, Iowa",0
"G1901510","2014-2018",,,"Iowa","19","Pocahontas County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pocahontas County, Iowa",6898,"Pocahontas County, Iowa",0
